"vtkOriginalPointIds","Points:0","Points:1","Points:2"
101,-0.017245,0.015969,-0.51529
108,0.013979,0.017581,-0.51525
114,0.015468,-0.012541,-0.51613
115,-0.016023,-0.014477,-0.51583
